FeatureLag,n_estimators,min_samples_split,max_features,max_depth
1,486.27272727272725,29.454545454545453,1.9090909090909092,3034.4545454545455
2,542.8181818181819,18.272727272727273,3.3636363636363638,2214.4545454545455
3,452.8181818181818,36.72727272727273,2.5454545454545454,3083.0
4,522.5454545454545,29.727272727272727,2.272727272727273,1976.7272727272727
5,436.8181818181818,36.81818181818182,2.909090909090909,3372.3636363636365
6,448.72727272727275,42.63636363636363,2.8181818181818183,1481.4545454545455
7,478.72727272727275,7.2727272727272725,3.1818181818181817,2498.4545454545455
8,415.6363636363636,36.63636363636363,1.9090909090909092,2197.6363636363635
9,494.27272727272725,42.27272727272727,2.090909090909091,3399.2727272727275
10,468.54545454545456,41.0,3.0,2759.090909090909
11,426.45454545454544,43.72727272727273,2.909090909090909,2500.2727272727275
12,496.1818181818182,28.0,2.727272727272727,3420.0
13,539.1818181818181,26.272727272727273,2.3636363636363638,3233.090909090909
14,485.54545454545456,31.545454545454547,2.0,3019.7272727272725
15,401.1818181818182,30.90909090909091,1.9090909090909092,2736.5454545454545
16,535.6363636363636,35.18181818181818,2.4545454545454546,3252.181818181818
17,184.0,23.454545454545453,2.4545454545454546,2742.090909090909
18,429.6363636363636,9.545454545454545,2.6363636363636362,3226.5454545454545
19,457.45454545454544,32.90909090909091,3.8181818181818183,3231.5454545454545
20,585.1818181818181,27.545454545454547,2.3636363636363638,3135.909090909091
21,364.8181818181818,31.90909090909091,2.4545454545454546,2401.181818181818
22,370.1818181818182,27.90909090909091,2.0,2811.181818181818
23,629.6363636363636,41.27272727272727,4.090909090909091,2395.181818181818
24,457.6363636363636,29.636363636363637,2.5454545454545454,4596.363636363636
25,524.1818181818181,31.0,2.0,3228.7272727272725
26,257.72727272727275,20.272727272727273,2.727272727272727,3418.3636363636365
27,510.3636363636364,41.0,2.3636363636363638,3010.2727272727275
28,656.0909090909091,38.90909090909091,2.8181818181818183,2105.3636363636365
29,485.09090909090907,39.54545454545455,2.8181818181818183,4013.0
30,356.72727272727275,37.09090909090909,1.3636363636363635,3230.4545454545455
31,498.8181818181818,44.0,3.0,2975.7272727272725
32,502.09090909090907,27.181818181818183,2.727272727272727,3675.090909090909
33,387.6363636363636,28.454545454545453,1.8181818181818181,2259.181818181818
34,205.0909090909091,33.45454545454545,3.272727272727273,2888.4545454545455
35,310.09090909090907,18.636363636363637,4.090909090909091,2590.6363636363635
36,269.72727272727275,17.545454545454547,3.1818181818181817,2973.090909090909
37,592.9090909090909,43.36363636363637,2.8181818181818183,2941.0
38,470.54545454545456,13.363636363636363,1.9090909090909092,3949.818181818182
39,538.9090909090909,15.0,2.727272727272727,2607.181818181818
40,502.1818181818182,38.54545454545455,2.4545454545454546,2525.909090909091
41,525.1818181818181,21.727272727272727,2.0,3094.181818181818
42,513.2727272727273,39.09090909090909,2.8181818181818183,1951.3636363636363
43,477.6363636363636,37.27272727272727,1.5454545454545454,2746.5454545454545
44,392.54545454545456,43.36363636363637,2.5454545454545454,3050.818181818182
45,446.45454545454544,28.181818181818183,3.0,3127.3636363636365
46,519.5454545454545,26.545454545454547,2.090909090909091,4347.545454545455
47,467.8181818181818,25.818181818181817,3.272727272727273,3090.090909090909
48,447.8181818181818,39.63636363636363,2.4545454545454546,2808.6363636363635
49,700.9090909090909,40.36363636363637,4.0,3175.909090909091
50,490.54545454545456,21.363636363636363,1.5454545454545454,3394.5454545454545
51,354.3636363636364,32.81818181818182,1.9090909090909092,2942.7272727272725
52,399.90909090909093,43.72727272727273,2.1818181818181817,2736.818181818182
53,569.4545454545455,37.72727272727273,2.0,3619.909090909091
54,462.6363636363636,44.18181818181818,2.0,3678.909090909091
55,338.90909090909093,27.727272727272727,2.5454545454545454,2914.0
56,513.2727272727273,39.36363636363637,2.1818181818181817,3499.0
57,454.6363636363636,33.36363636363637,2.3636363636363638,3144.181818181818
58,556.1818181818181,22.636363636363637,3.272727272727273,2487.6363636363635
59,545.2727272727273,28.0,3.8181818181818183,3183.0
60,434.0,28.272727272727273,2.3636363636363638,3088.2727272727275
61,487.3636363636364,35.0,2.5454545454545454,3164.6363636363635
62,468.54545454545456,35.09090909090909,1.6363636363636365,2850.181818181818
63,476.09090909090907,32.0,4.181818181818182,3221.090909090909
64,656.7272727272727,28.90909090909091,2.3636363636363638,2851.7272727272725
65,497.8181818181818,41.18181818181818,2.090909090909091,3432.181818181818
66,404.27272727272725,40.45454545454545,2.4545454545454546,3065.6363636363635
67,509.54545454545456,8.636363636363637,3.909090909090909,3618.6363636363635
68,437.6363636363636,20.90909090909091,3.8181818181818183,2809.090909090909
69,500.09090909090907,28.363636363636363,3.3636363636363638,3390.090909090909
70,415.90909090909093,29.272727272727273,2.727272727272727,3043.7272727272725
71,411.27272727272725,27.363636363636363,1.7272727272727273,2966.3636363636365
72,669.0,41.09090909090909,4.0,3489.818181818182
73,271.3636363636364,12.818181818181818,2.0,3115.090909090909
74,468.90909090909093,26.636363636363637,2.1818181818181817,2810.4545454545455
75,331.1818181818182,40.27272727272727,1.7272727272727273,2819.0
76,511.6363636363636,39.27272727272727,2.6363636363636362,2123.818181818182
77,437.0,7.2727272727272725,2.5454545454545454,4176.181818181818
78,634.1818181818181,29.363636363636363,2.5454545454545454,2737.7272727272725
79,540.8181818181819,33.90909090909091,2.8181818181818183,2114.6363636363635
80,554.2727272727273,34.90909090909091,2.6363636363636362,2494.6363636363635
81,562.0,24.727272727272727,3.090909090909091,3072.6363636363635
82,487.3636363636364,36.09090909090909,2.5454545454545454,2516.5454545454545
83,516.1818181818181,39.36363636363637,2.5454545454545454,2778.818181818182
84,602.2727272727273,30.727272727272727,2.909090909090909,3107.5454545454545
85,568.5454545454545,17.636363636363637,3.272727272727273,3317.6363636363635
86,464.90909090909093,37.45454545454545,1.7272727272727273,2929.7272727272725
87,540.2727272727273,18.09090909090909,3.0,2948.181818181818
88,673.6363636363636,33.54545454545455,4.0,3156.181818181818
89,455.09090909090907,29.272727272727273,3.5454545454545454,2447.181818181818
90,544.6363636363636,38.90909090909091,1.8181818181818181,3135.7272727272725
